Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Report Date,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
A,45846,USD,2016,FY,2016-10-31,2016-12-20,2018-12-20,326000000.0,329000000.0,4202000000.0,-2005000000.0,2197000000.0,-1582000000.0,-1253000000.0,-329000000.0,,615000000,-71000000.0,-61000000.0,544000000,,544000000,-82000000.0,462000000,,462000000,462000000
A,45846,USD,2017,FY,2017-10-31,2017-12-21,2018-12-20,322000000.0,326000000.0,4472000000.0,-2063000000.0,2409000000.0,-1568000000.0,-1229000000.0,-339000000.0,,841000000,-38000000.0,-57000000.0,803000000,,803000000,-119000000.0,684000000,,684000000,684000000
A,45846,USD,2018,FY,2018-10-31,2018-12-20,2020-12-18,321000000.0,325000000.0,4914000000.0,-2234000000.0,2680000000.0,-1776000000.0,-1389000000.0,-387000000.0,,904000000,42000000.0,-37000000.0,946000000,,946000000,-630000000.0,316000000,,316000000,316000000
A,45846,USD,2019,FY,2019-10-31,2019-12-19,2021-12-17,314000000.0,318000000.0,5163000000.0,-2358000000.0,2805000000.0,-1864000000.0,-1460000000.0,-404000000.0,,941000000,-22000000.0,-38000000.0,919000000,,919000000,152000000.0,1071000000,,1071000000,1071000000
A,45846,USD,2020,FY,2020-10-31,2020-12-18,2021-12-17,309000000.0,312000000.0,5339000000.0,-2502000000.0,2837000000.0,-1991000000.0,-1496000000.0,-495000000.0,,846000000,-4000000.0,-70000000.0,842000000,,842000000,-123000000.0,719000000,,719000000,719000000
AAL,68568,USD,2016,FY,2016-12-31,2017-02-22,2017-02-22,552308000.0,556099000.0,40180000000.0,-26814000000.0,13366000000.0,-8082000000.0,-1323000000.0,,-1525000000.0,5284000000,-985000000.0,-928000000.0,4299000000,,4299000000,-1623000000.0,2676000000,,2676000000,2676000000
AAL,68568,USD,2017,FY,2017-12-31,2018-02-21,2019-02-25,489164000.0,491692000.0,42622000000.0,-29590000000.0,13032000000.0,-8801000000.0,-1477000000.0,,-1702000000.0,4231000000,-836000000.0,-959000000.0,3395000000,,3395000000,-2113000000.0,1282000000,,1282000000,1282000000
AAL,68568,USD,2018,FY,2018-12-31,2019-02-25,2021-02-17,464236000.0,465660000.0,44541000000.0,-20400000000.0,24141000000.0,-21485000000.0,-1520000000.0,,-1839000000.0,2656000000,-772000000.0,-938000000.0,1884000000,,1884000000,-472000000.0,1412000000,,1412000000,1412000000
AAL,68568,USD,2019,FY,2019-12-31,2020-02-19,2022-02-22,443363000.0,444269000.0,45768000000.0,-32654000000.0,13114000000.0,-10049000000.0,-2004000000.0,,-1982000000.0,3065000000,-809000000.0,-968000000.0,2256000000,,2256000000,-570000000.0,1686000000,,1686000000,1686000000
AAL,68568,USD,2020,FY,2020-12-31,2021-02-17,2022-02-22,483888000.0,483888000.0,17337000000.0,-22523000000.0,-5186000000.0,-5235000000.0,-666000000.0,,-2040000000.0,-10421000000,-1032000000.0,-1186000000.0,-11453000000,,-11453000000,2568000000.0,-8885000000,,-8885000000,-8885000000
AAP,184955,USD,2016,FY,2016-12-31,2017-02-28,2019-02-19,73562000.0,73856000.0,9567679000.0,-5311764000.0,4255915000.0,-3468317000.0,-3468317000.0,,,787598000,-48763000.0,-59910000.0,738835000,,738835000,-279213000.0,459622000,,459622000,459622000
AAP,184955,USD,2017,FY,2017-12-31,2018-02-21,2020-02-18,73846000.0,74110000.0,9373784000.0,-5288735000.0,4085049000.0,-3514837000.0,-3514837000.0,,,570212000,-49953000.0,-58801000.0,520259000,,520259000,-44754000.0,475505000,,475505000,475505000
AAP,184955,USD,2018,FY,2018-12-31,2019-02-19,2021-02-22,73728000.0,73991000.0,9580554000.0,-5361141000.0,4219413000.0,-3615138000.0,-3615138000.0,,,604275000,-49011000.0,-56588000.0,555264000,,555264000,-131417000.0,423847000,,423847000,423847000
AAP,184955,USD,2019,FY,2019-12-31,2020-02-18,2022-02-15,70869000.0,71165000.0,9709003000.0,-5454257000.0,4254746000.0,-3577566000.0,-3577566000.0,,,677180000,-28678000.0,-39898000.0,648502000,-10756000.0,637746000,-150850000.0,486896000,,486896000,486896000
AAP,184955,USD,2020,FY,2020-12-31,2021-02-22,2022-02-15,68748000.0,69003000.0,10106321000.0,-5624707000.0,4481614000.0,-3731707000.0,-3731707000.0,,,749907000,-50870000.0,-46886000.0,699037000,-48022000.0,651015000,-157994000.0,493021000,,493021000,493021000
AAPL,111052,USD,2016,FY,2016-09-30,2016-10-26,2018-11-05,21883280000.0,22001124000.0,215639000000.0,-131376000000.0,84263000000.0,-24239000000.0,-14194000000.0,-10045000000.0,,60024000000,1348000000.0,,61372000000,,61372000000,-15685000000.0,45687000000,,45687000000,45687000000
AAPL,111052,USD,2017,FY,2017-09-30,2017-11-03,2019-10-31,20868968000.0,21006768000.0,229234000000.0,-141048000000.0,88186000000.0,-26842000000.0,-15261000000.0,-11581000000.0,,61344000000,2745000000.0,,64089000000,,64089000000,-15738000000.0,48351000000,,48351000000,48351000000
AAPL,111052,USD,2018,FY,2018-09-30,2018-11-05,2020-10-30,19821508000.0,20000436000.0,265595000000.0,-163756000000.0,101839000000.0,-30941000000.0,-16705000000.0,-14236000000.0,,70898000000,2005000000.0,,72903000000,,72903000000,-13372000000.0,59531000000,,59531000000,59531000000
AAPL,111052,USD,2019,FY,2019-09-30,2019-10-31,2021-10-29,18471336000.0,18595652000.0,260174000000.0,-161782000000.0,98392000000.0,-34462000000.0,-18245000000.0,-16217000000.0,,63930000000,1807000000.0,,65737000000,,65737000000,-10481000000.0,55256000000,,55256000000,55256000000
AAPL,111052,USD,2020,FY,2020-09-30,2020-10-30,2021-10-29,17352119000.0,17528214000.0,274515000000.0,-169559000000.0,104956000000.0,-38668000000.0,-19916000000.0,-18752000000.0,,66288000000,803000000.0,,67091000000,,67091000000,-9680000000.0,57411000000,,57411000000,57411000000
ABBV,61199,USD,2016,FY,2016-12-31,2017-02-17,2018-02-16,1622000000.0,1631000000.0,25638000000.0,-5833000000.0,19805000000.0,-10221000000.0,-5855000000.0,-4366000000.0,,9584000000,-1500000000.0,-965000000.0,8084000000,-200000000.0,7884000000,-1931000000.0,5953000000,,5953000000,5953000000
ABBV,61199,USD,2017,FY,2017-12-31,2018-02-16,2019-02-27,1596000000.0,1603000000.0,28216000000.0,-7042000000.0,21174000000.0,-11302000000.0,-6295000000.0,-5007000000.0,,9872000000,-1818000000.0,-1004000000.0,8054000000,-327000000.0,7727000000,-2418000000.0,5309000000,,5309000000,5309000000
ABBV,61199,USD,2018,FY,2018-12-31,2019-02-27,2021-02-19,1541000000.0,1546000000.0,32753000000.0,-7718000000.0,25035000000.0,-18228000000.0,-7399000000.0,-10329000000.0,,6807000000,-1186000000.0,-1144000000.0,5621000000,-424000000.0,5197000000,490000000.0,5687000000,,5687000000,5687000000
ABBV,61199,USD,2019,FY,2019-12-31,2020-02-21,2022-02-18,1481000000.0,1484000000.0,33266000000.0,-7439000000.0,25827000000.0,-12459000000.0,-6942000000.0,-6407000000.0,,13368000000,-4557000000.0,-1509000000.0,8811000000,-385000000.0,8426000000,-544000000.0,7882000000,,7882000000,7882000000
ABBV,61199,USD,2020,FY,2020-12-31,2021-02-19,2022-02-18,1667000000.0,1673000000.0,45804000000.0,-15387000000.0,30417000000.0,-17856000000.0,-11299000000.0,-6557000000.0,,12561000000,-7965000000.0,-2280000000.0,4596000000,-1198000000.0,3398000000,1224000000.0,4622000000,,4616000000,4616000000
ABC,187024,USD,2016,FY,2016-09-30,2016-11-22,2018-11-20,212206000.0,225959000.0,146849686000.0,-142577080000.0,4272606000.0,-2596314000.0,-2091237000.0,,-364735000.0,1676292000,-134864000.0,-139912000.0,1541428000,-150518000.0,1390910000,37019000.0,1427929000,,1427929000,1427929000
ABC,187024,USD,2017,FY,2017-09-30,2017-11-21,2018-11-20,218375000.0,221602000.0,153143826000.0,-148597824000.0,4546002000.0,-2526333000.0,-2128730000.0,,-397603000.0,2019669000,-142455000.0,-145185000.0,1877214000,-959327000.0,917887000,-553403000.0,364484000,,364484000,364484000
ABC,187024,USD,2018,FY,2018-09-30,2018-11-20,2020-11-19,217872000.0,220336000.0,167939635000.0,-163327318000.0,4612317000.0,-2925428000.0,-2460301000.0,,-465127000.0,1686889000,-200168000.0,-174699000.0,1486721000,-309298000.0,1177423000,438469000.0,1615892000,,1658405000,1658405000
ABC,187024,USD,2019,FY,2019-09-30,2019-11-19,2021-11-23,210165000.0,211840000.0,179589121000.0,-174450809000.0,5138312000.0,-3125915000.0,-2663508000.0,,-462407000.0,2012397000,-144817000.0,-157769000.0,1867580000,-900474000.0,967106000,-112971000.0,854135000,,855365000,855365000
ABC,187024,USD,2020,FY,2020-09-30,2020-11-19,2021-11-23,204783000.0,204783000.0,189893926000.0,-184702042000.0,5191884000.0,-3158279000.0,-2767217000.0,,-391062000.0,2033605000,-136302000.0,-137883000.0,1897303000,-7191134000.0,-5293831000,1894273000.0,-3399558000,,-3408716000,-3408716000
ABMD,445587,USD,2016,FY,2017-03-31,2017-05-25,2018-05-24,43238000.0,44658000.0,445304000.0,-70627000.0,374677000.0,-284539000.0,-218153000.0,-66386000.0,,90138000,1205000.0,,91343000,,91343000,-39227000.0,52116000,,52116000,52116000
ABMD,445587,USD,2017,FY,2018-03-31,2018-05-24,2018-05-24,44153000.0,45849000.0,593749000.0,-98581000.0,495168000.0,-338031000.0,-262734000.0,-75297000.0,,157137000,3300000.0,,160437000,,160437000,-48267000.0,112170000,,112170000,112170000
ABMD,445587,USD,2018,FY,2019-03-31,2019-05-23,2021-05-21,44911000.0,46151000.0,769432000.0,-129567000.0,639865000.0,-415053000.0,-321550000.0,-93503000.0,,224812000,38548000.0,,263360000,,263360000,-4344000.0,259016000,,259016000,259016000
ABMD,445587,USD,2019,FY,2020-03-31,2020-05-21,2022-05-20,45179000.0,45816000.0,840883000.0,-151305000.0,689578000.0,-440359000.0,-341600000.0,-98759000.0,,249219000,7606000.0,,256825000,,256825000,-53816000.0,203009000,,203009000,203009000
ABMD,445587,USD,2020,FY,2021-03-31,2021-05-21,2022-05-20,45140000.0,45674000.0,847522000.0,-161907000.0,685615000.0,-456058000.0,-334183000.0,-121875000.0,,229557000,58663000.0,,288220000,,288220000,-62695000.0,225525000,,225525000,225525000
ABT,63877,USD,2016,FY,2016-12-31,2017-02-17,2018-02-16,1477000000.0,1483000000.0,20853000000.0,-9024000000.0,11829000000.0,-8644000000.0,-6672000000.0,-1422000000.0,-550000000.0,3185000000,-1772000000.0,-332000000.0,1413000000,,1413000000,-350000000.0,1063000000,337000000.0,1400000000,1400000000
ABT,63877,USD,2017,FY,2017-12-31,2018-02-16,2019-02-22,1740000000.0,1749000000.0,27390000000.0,-12409000000.0,14981000000.0,-13417000000.0,-9182000000.0,-2260000000.0,-1975000000.0,1564000000,667000000.0,-780000000.0,2231000000,,2231000000,-1878000000.0,353000000,124000000.0,477000000,477000000
ABT,63877,USD,2018,FY,2018-12-31,2019-02-22,2021-02-19,1758000000.0,1770000000.0,30578000000.0,-12706000000.0,17872000000.0,-14222000000.0,-9744000000.0,-2300000000.0,-2178000000.0,3650000000,-610000000.0,-721000000.0,3040000000,-167000000.0,2873000000,-539000000.0,2334000000,34000000.0,2368000000,2368000000
ABT,63877,USD,2019,FY,2019-12-31,2020-02-21,2022-02-18,1768000000.0,1781000000.0,31904000000.0,-13231000000.0,18673000000.0,-14141000000.0,-9765000000.0,-2440000000.0,-1936000000.0,4532000000,-392000000.0,-576000000.0,4140000000,-63000000.0,4077000000,-390000000.0,3687000000,,3687000000,3687000000
ABT,63877,USD,2020,FY,2020-12-31,2021-02-19,2022-02-18,1773000000.0,1786000000.0,34608000000.0,-15003000000.0,19605000000.0,-14248000000.0,-9696000000.0,-2420000000.0,-2132000000.0,5357000000,-389000000.0,-500000000.0,4968000000,,4968000000,-497000000.0,4471000000,24000000.0,4495000000,4495000000
ACN,61372,USD,2016,FY,2016-08-31,2016-10-28,2016-10-28,624797820.0,667770274.0,34797661000.0,-24520234000.0,10277427000.0,-5466982000.0,-5466982000.0,,,4810445000,-55696000.0,14226000.0,4754749000,848823000.0,5603572000,-1253969000.0,4349603000,,4111892000,4111892000
ACN,61372,USD,2017,FY,2017-08-31,2017-10-26,2017-10-26,620104250.0,660463227.0,36765478000.0,-25734986000.0,11030492000.0,-6397883000.0,-6397883000.0,,,4632609000,-16325000.0,22395000.0,4616284000,-252000.0,4616032000,-981100000.0,3634932000,,3445149000,3445149000
ACN,61372,USD,2018,FY,2018-08-31,2018-10-24,2020-10-22,628451742.0,655296150.0,40992534000.0,-28499170000.0,12493364000.0,-6594585000.0,-6594585000.0,,,5898779000,-90686000.0,36798000.0,5808093000,,5808093000,-1593499000.0,4214594000,,4059907000,4059907000
ACN,61372,USD,2019,FY,2019-08-31,2019-10-29,2021-10-15,638098125.0,650204873.0,43215013000.0,-29900325000.0,13314688000.0,-7009614000.0,-7009614000.0,,,6305074000,-53277000.0,64545000.0,6251797000,,6251797000,-1405556000.0,4846241000,,4779112000,4779112000
ACN,61372,USD,2020,FY,2020-08-31,2020-10-22,2021-10-15,636299913.0,647797003.0,44327039000.0,-30350881000.0,13976158000.0,-7462514000.0,-7462514000.0,,,6513644000,260687000.0,36260000.0,6774331000,,6774331000,-1589018000.0,5185313000,,5107839000,5107839000
ADBE,14099,USD,2016,FY,2016-11-30,2017-01-20,2018-01-22,498345000.0,504299000.0,5854430000.0,-819908000.0,5034522000.0,-3540920000.0,-2486399000.0,-975987000.0,,1493602000,-58464000.0,-70442000.0,1435138000,,1435138000,-266356000.0,1168782000,,1168782000,1168782000
ADBE,14099,USD,2017,FY,2017-11-30,2018-01-22,2018-01-22,493632000.0,501123000.0,7301505000.0,-1010491000.0,6291014000.0,-4122919000.0,-2822298000.0,-1224059000.0,,2168095000,-30454000.0,-74402000.0,2137641000,,2137641000,-443687000.0,1693954000,,1693954000,1693954000
ADBE,14099,USD,2018,FY,2018-11-30,2019-01-25,2021-01-15,490564000.0,497843000.0,9030000000.0,-1195000000.0,7835000000.0,-4995000000.0,-3366000000.0,-1538000000.0,,2840000000,-46000000.0,-89000000.0,2794000000,,2794000000,-203000000.0,2591000000,,2591000000,2591000000
ADBE,14099,USD,2019,FY,2019-11-30,2020-01-21,2022-01-21,486291000.0,491572000.0,11171000000.0,-1673000000.0,9498000000.0,-6230000000.0,-4125000000.0,-1930000000.0,-175000000.0,3268000000,-63000000.0,-157000000.0,3205000000,,3205000000,-254000000.0,2951000000,,2951000000,2951000000
ADBE,14099,USD,2020,FY,2020-11-30,2021-01-15,2022-01-21,481000000.0,485000000.0,12868000000.0,-1722000000.0,11146000000.0,-6909000000.0,-4559000000.0,-2188000000.0,-162000000.0,4237000000,-61000000.0,-116000000.0,4176000000,,4176000000,1084000000.0,5260000000,,5260000000,5260000000
ADI,65917,USD,2016,FY,2016-10-31,2016-11-22,2017-11-22,308736000.0,312308000.0,3421409000.0,-1194236000.0,2227173000.0,-1199061000.0,-461438000.0,-737623000.0,,1028112000,-71191000.0,-67536000.0,956921000,,956921000,-95257000.0,861664000,,861664000,861664000
ADI,65917,USD,2017,FY,2017-10-31,2017-11-22,2017-11-22,346371000.0,350484000.0,5107503000.0,-2045907000.0,3061596000.0,-2006462000.0,-691046000.0,-1315416000.0,,1055134000,-226649000.0,-220507000.0,828485000,,828485000,-101226000.0,727259000,,727259000,727259000
ADI,65917,USD,2018,FY,2018-10-31,2018-11-27,2020-11-24,370430000.0,374938000.0,6224689000.0,-1974293000.0,4250396000.0,-2350807000.0,-695540000.0,-1655267000.0,,1899589000,-244275000.0,-244206000.0,1655314000,,1655314000,-148334000.0,1506980000,,1506980000,1506980000
ADI,65917,USD,2019,FY,2019-10-31,2019-11-26,2021-12-03,369133000.0,372871000.0,5991065000.0,-1977315000.0,4013750000.0,-2207483000.0,-648094000.0,-1130348000.0,-429041000.0,1806267000,-224880000.0,-218846000.0,1581387000,-95659000.0,1485728000,-122717000.0,1363011000,,1363011000,1363011000
ADI,65917,USD,2020,FY,2020-10-31,2020-11-24,2021-12-03,368633000.0,371973000.0,5603056000.0,-1912578000.0,3690478000.0,-2139897000.0,-659923000.0,-1050519000.0,-429455000.0,1550581000,-186627000.0,-189000000.0,1363954000,-52337000.0,1311617000,-90856000.0,1220761000,,1220761000,1220761000
ADM,66997,USD,2016,FY,2016-12-31,2016-12-31,2019-02-19,588000000.0,591000000.0,62346000000.0,-58728000000.0,3618000000.0,-1981000000.0,-1981000000.0,,,1637000000,240000000.0,-201000000.0,1877000000,-55000000.0,1822000000,-534000000.0,1288000000,,1279000000,1279000000
ADM,66997,USD,2017,FY,2017-12-31,2017-12-31,2019-02-19,569000000.0,572000000.0,60828000000.0,-57310000000.0,3518000000.0,-1978000000.0,-1978000000.0,,,1540000000,242000000.0,-224000000.0,1782000000,-173000000.0,1609000000,-7000000.0,1602000000,,1595000000,1595000000
ADM,66997,USD,2018,FY,2018-12-31,2018-12-31,2021-02-18,564000000.0,567000000.0,64341000000.0,-60160000000.0,4181000000.0,-2165000000.0,-2165000000.0,,,2016000000,215000000.0,-202000000.0,2231000000,-171000000.0,2060000000,-245000000.0,1815000000,,1810000000,1810000000
ADM,66997,USD,2019,FY,2019-12-31,2019-12-31,2022-02-17,563000000.0,565000000.0,64656000000.0,-60509000000.0,4147000000.0,-2493000000.0,-2493000000.0,,,1654000000,237000000.0,-402000000.0,1891000000,-303000000.0,1588000000,-209000000.0,1379000000,,1379000000,1379000000
ADM,66997,USD,2020,FY,2020-12-31,2021-02-18,2022-02-17,561000000.0,563000000.0,64355000000.0,-59902000000.0,4453000000.0,-2687000000.0,-2687000000.0,,,1766000000,606000000.0,-339000000.0,2372000000,-489000000.0,1883000000,-101000000.0,1782000000,,1772000000,1772000000
ADP,591496,USD,2017,FY,2017-06-30,2017-08-04,2018-08-03,447800000.0,450300000.0,12379800000.0,-7269800000.0,5110000000.0,-2783200000.0,-2783200000.0,,,2326800000,204300000.0,-80000000.0,2531100000,,2531100000,-797700000.0,1733400000,0.0,1733400000,1733400000
ADP,591496,USD,2018,FY,2018-06-30,2018-08-03,2018-08-03,440600000.0,443300000.0,13325800000.0,-7842600000.0,5483200000.0,-2971500000.0,-2971500000.0,,,2511700000,-340600000.0,-102700000.0,2171100000,,2171100000,-550300000.0,1620800000,0.0,1620800000,1620800000
ADP,591496,USD,2019,FY,2019-06-30,2019-08-09,2021-08-04,435000000.0,437600000.0,14110200000.0,-8021600000.0,6088600000.0,-3064200000.0,-3064200000.0,,,3024400000,-18800000.0,-129900000.0,3005600000,,3005600000,-712800000.0,2292800000,,2292800000,2292800000
ADSK,185035,USD,2016,FY,2017-01-31,2017-03-21,2018-03-22,226000000.0,226000000.0,2031000000.0,-341900000.0,1689100000.0,-2108200000.0,-1310300000.0,-766100000.0,-31800000.0,-419100000,-24200000.0,-24200000.0,-443300000,-80500000.0,-523800000,-58300000.0,-582100000,,-582100000,-582100000
ADSK,185035,USD,2017,FY,2018-01-31,2018-03-22,2018-03-22,219500000.0,219500000.0,2056600000.0,-303400000.0,1753200000.0,-2168200000.0,-1392500000.0,-755500000.0,-20200000.0,-415000000,-48200000.0,-48200000.0,-463200000,-94100000.0,-557300000,-9600000.0,-566900000,,-566900000,-566900000
ADSK,185035,USD,2018,FY,2019-01-31,2019-03-25,2021-03-19,218900000.0,218900000.0,2569800000.0,-285900000.0,2283900000.0,-2267000000.0,-1524000000.0,-725000000.0,-18000000.0,16900000,-17700000.0,-17700000.0,-800000,-41900000.0,-42700000,-38100000.0,-80800000,,-80800000,-80800000
ADSK,185035,USD,2019,FY,2020-01-31,2020-03-19,2022-03-14,219700000.0,222500000.0,3274300000.0,-324900000.0,2949400000.0,-2605900000.0,-1715900000.0,-851100000.0,-38900000.0,343500000,-48200000.0,-48200000.0,295300000,-500000.0,294800000,-80300000.0,214500000,,214500000,214500000
ADSK,185035,USD,2020,FY,2021-01-31,2021-03-19,2022-03-14,219400000.0,222100000.0,3790399999.0,-337099999.0,3453300000.0,-2824200000.0,-1854200000.0,-932500000.0,-37500000.0,629100000,-82400000.0,-82400000.0,546700000,,546700000,661500000.0,1208200000,,1208200000,1208200000
AEE,68703,USD,2016,FY,2016-12-31,2017-02-28,2018-02-28,242600000.0,243400000.0,6076000000.0,-1707000000.0,4369000000.0,-2988000000.0,,,,1381000000,-340000000.0,-382000000.0,1041000000,0.0,1041000000,-382000000.0,659000000,0.0,659000000,659000000
AEE,68703,USD,2017,FY,2017-12-31,2018-02-28,2019-02-26,242600000.0,244200000.0,6174000000.0,-1375000000.0,4799000000.0,-3389000000.0,,,,1410000000,-305000000.0,-391000000.0,1105000000,,1105000000,-576000000.0,529000000,,529000000,529000000
AEE,68703,USD,2018,FY,2018-12-31,2019-02-26,2021-02-22,243800000.0,245800000.0,6291000000.0,-1724000000.0,4567000000.0,-3210000000.0,,,-955000000.0,1357000000,-299000000.0,-401000000.0,1058000000,,1058000000,-237000000.0,821000000,,815000000,815000000
AEE,68703,USD,2019,FY,2019-12-31,2020-02-28,2022-02-23,245600000.0,247100000.0,5910000000.0,-1422000000.0,4488000000.0,-3221000000.0,,,-995000000.0,1267000000,-251000000.0,-381000000.0,1016000000,,1016000000,-182000000.0,834000000,,828000000,828000000
AEE,68703,USD,2020,FY,2020-12-31,2021-02-22,2022-02-23,247000000.0,248700000.0,5794000000.0,-1275000000.0,4519000000.0,-3219000000.0,,,-1075000000.0,1300000000,-268000000.0,-419000000.0,1032000000,,1032000000,-155000000.0,877000000,,871000000,871000000
AEP,66050,USD,2016,FY,2016-12-31,2017-02-28,2019-02-21,491495458.0,491662007.0,16380100000.0,-5730200000.0,10649900000.0,-7218100000.0,,,-1962300000.0,3431800000,-844700000.0,-860900000.0,2587100000,-2111400000.0,475700000,73700000.0,620600000,-2500000.0,611000000,611000000
AEP,66050,USD,2017,FY,2017-12-31,2018-02-23,2019-02-21,491814651.0,492611067.0,15424900000.0,-5311800000.0,10113100000.0,-6727400000.0,,,-1997200000.0,3385700000,-860400000.0,-879000000.0,2525300000,290900000.0,2816200000,-969700000.0,1928900000,0.0,1912600000,1912600000
AEP,66050,USD,2018,FY,2018-12-31,2019-02-21,2021-02-25,492774600.0,493758277.0,16195700000.0,-5786500000.0,10409200000.0,-7655900000.0,,,-2286600000.0,2753300000,-966200000.0,-984400000.0,1787100000,186400000.0,1973500000,-115300000.0,1931300000,,1923800000,1923800000
AEP,66050,USD,2019,FY,2019-12-31,2020-02-20,2022-02-24,493694345.0,495306238.0,15561400000.0,-5106100000.0,10455300000.0,-7706600000.0,,,-2514500000.0,2748700000,-1045900000.0,-1072500000.0,1702800000,132000000.0,1834800000,12900000.0,1919800000,,1921100000,1921100000
AEP,66050,USD,2020,FY,2020-12-31,2021-02-25,2022-02-24,495718223.0,497226867.0,14918500000.0,-4369700000.0,10548800000.0,-7561100000.0,,,-2682800000.0,2987700000,-1108700000.0,-1165700000.0,1879000000,267100000.0,2146100000,-40500000.0,2196700000,,2200100000,2200100000
AES,62329,USD,2016,FY,2016-12-31,2017-02-27,2019-02-27,660000000.0,662000000.0,10281000000.0,-7898000000.0,2383000000.0,-194000000.0,-194000000.0,,,2189000000,-920000000.0,-889000000.0,1269000000,-1082000000.0,187000000,-32000000.0,191000000,-968000000.0,-1130000000,-1130000000
AES,62329,USD,2017,FY,2017-12-31,2018-02-27,2019-02-27,660000000.0,660000000.0,10530000000.0,-8065000000.0,2465000000.0,-215000000.0,-215000000.0,,,2250000000,-822000000.0,-926000000.0,1428000000,-657000000.0,771000000,-990000000.0,-148000000,-629000000.0,-1161000000,-1161000000
AES,62329,USD,2018,FY,2018-12-31,2019-02-27,2021-02-25,662000000.0,665000000.0,10736000000.0,-8163000000.0,2573000000.0,-192000000.0,-192000000.0,,,2381000000,-951000000.0,-746000000.0,1430000000,588000000.0,2018000000,-708000000.0,1349000000,216000000.0,1203000000,1203000000
AES,62329,USD,2019,FY,2019-12-31,2020-02-28,2022-02-28,664000000.0,667000000.0,10189000000.0,-7840000000.0,2349000000.0,-196000000.0,-196000000.0,,,2153000000,-826000000.0,-732000000.0,1327000000,-326000000.0,1001000000,-352000000.0,477000000,2000000.0,304000000,304000000
AES,62329,USD,2020,FY,2020-12-31,2021-02-25,2022-02-28,665000000.0,668000000.0,9660000000.0,-6967000000.0,2693000000.0,-165000000.0,-165000000.0,,,2528000000,-895000000.0,-770000000.0,1633000000,-1145000000.0,488000000,-216000000.0,149000000,6000000.0,49000000,49000000
AGN,61474,USD,2016,FY,2016-12-31,2017-02-24,2017-02-24,384900000.0,384900000.0,14570600000.0,-1860800000.0,12709800000.0,-14535300000.0,-4740300000.0,-3319600000.0,-6470400000.0,-1825500000,-1006500000.0,-1225700000.0,-2832000000,,-2832000000,1897000000.0,-935000000,15914500000.0,14973400000,14695000000
AGN,61474,USD,2017,FY,2017-12-31,2018-02-16,2018-02-16,333800000.0,333800000.0,15940700000.0,-2168000000.0,13772700000.0,-19693900000.0,-5016700000.0,-3552400000.0,-7197100000.0,-5921200000,-4465200000.0,-1027900000.0,-10386400000,,-10386400000,6670400000.0,-3716000000,-402900000.0,-4125500000,-4403900000
AGN,61474,USD,2018,FY,2018-12-31,2019-02-15,2019-02-15,337000000.0,337000000.0,15787400000.0,-2191400000.0,13596000000.0,-17002500000.0,-4521800000.0,-3070800000.0,-6552300000.0,-3406500000,-609300000.0,-866000000.0,-4015800000,-2841100000.0,-6856900000,1770700000.0,-5086200000,,-5096400000,-5142800000
AGN,61474,USD,2019,FY,2019-12-31,2020-04-29,2020-04-29,329000000.0,329000000.0,16088900000.0,-2493100000.0,13595800000.0,-14488300000.0,-5943500000.0,-2248000000.0,-5856600000.0,-892500000,-673400000.0,-706200000.0,-1565900000,-3552800000.0,-5118700000,-146400000.0,-5265100000,,-5271000000,-5271000000
AJG,66898,USD,2016,FY,2016-12-31,2017-02-13,2019-02-08,177600000.0,177600000.0,5548400000.0,-1408600000.0,4139800000.0,-3664300000.0,-3313500000.0,,-350800000.0,475500000,-109800000.0,-109800000.0,365700000,-32100000.0,333600000,96700000.0,430300000,,396800000,396800000
AJG,66898,USD,2017,FY,2017-12-31,2018-02-12,2019-02-08,180100000.0,180100000.0,6113000000.0,-1635900000.0,4477100000.0,-3962300000.0,-3576500000.0,,-385800000.0,514800000,-124100000.0,-124100000.0,390700000,-30900000.0,359800000,157100000.0,516900000,,481300000,481300000
AJG,66898,USD,2018,FY,2018-12-31,2019-02-08,2021-02-08,182700000.0,182700000.0,6792400000.0,-1816000000.0,4976400000.0,-4349000000.0,-3930000000.0,,-419000000.0,627400000,-138400000.0,-138400000.0,489000000,-9600000.0,479400000,196500000.0,675900000,,633500000,633500000
AJG,66898,USD,2019,FY,2019-12-31,2020-02-07,2022-02-18,186000000.0,186000000.0,7056400000.0,-1352800000.0,5703600000.0,-4882400000.0,-4408000000.0,,-474400000.0,821200000,-179800000.0,-179800000.0,641400000,-15300000.0,626100000,89700000.0,715800000,,668800000,668800000
AJG,66898,USD,2020,FY,2020-12-31,2021-02-08,2022-02-18,191000000.0,191000000.0,6851900000.0,-882100000.0,5969800000.0,-4935400000.0,-4373000000.0,,-562400000.0,1034400000,-196400000.0,-196400000.0,838000000,32900000.0,870900000,-12800000.0,858100000,,818800000,818800000
