Symbol,Company Name,Date,TobinsQ
CHRW,C. H. Robinson,31-12-19,2.282682577
CHRW,C. H. Robinson,31-12-18,2.618266125
CHRW,C. H. Robinson,29-12-17,2.935542205
CHRW,C. H. Robinson,30-12-16,2.815192282
CHRW,C. H. Robinson,31-12-15,2.795357965
CDNS,Cadence Design Systems,30-12-22,8.480561534
CDNS,Cadence Design Systems,31-12-21,12.90059327
CDNS,Cadence Design Systems,31-12-19,5.649992288
CDNS,Cadence Design Systems,31-12-18,4.809466892
CDNS,Cadence Design Systems,29-12-17,4.704606059
CDNS,Cadence Design Systems,30-12-16,3.421771694
CPB,Campbell Soup Company,30-12-22,1.426862597
CPB,Campbell Soup Company,31-12-21,1.118537583
CPB,Campbell Soup Company,31-12-20,1.184129486
CPB,Campbell Soup Company,31-12-19,1.135141466
CPB,Campbell Soup Company,31-12-18,0.683459977
CPB,Campbell Soup Company,29-12-17,1.874334714
CPB,Campbell Soup Company,30-12-16,2.361084599
COF,Capital One,30-12-22,0.078125369
COF,Capital One,31-12-21,0.137714044
COF,Capital One,31-12-20,0.107524656
COF,Capital One,31-12-19,0.120634832
COF,Capital One,31-12-18,0.09524383
COF,Capital One,29-12-17,0.131850038
COF,Capital One,30-12-16,0.123370882
COF,Capital One,31-12-15,0.113116169
CPRI,Capri Holdings,30-12-22,0.987389055
CPRI,Capri Holdings,31-12-21,1.299108228
CPRI,Capri Holdings,31-12-20,0.798689432
CPRI,Capri Holdings,31-12-19,0.856970168
CPRI,Capri Holdings,31-12-18,1.399139331
CPRI,Capri Holdings,29-12-17,3.972202552
CPRI,Capri Holdings,30-12-16,2.731855501
CAH,Cardinal Health,30-12-22,0.457246684
CAH,Cardinal Health,31-12-21,0.332432682
CAH,Cardinal Health,31-12-20,0.38495511
CAH,Cardinal Health,31-12-19,0.365492762
CAH,Cardinal Health,31-12-18,0.340492103
CAH,Cardinal Health,29-12-17,0.481154019
CAH,Cardinal Health,30-12-16,0.670724459
KMX,CarMax,30-12-22,0.367121083
KMX,CarMax,31-12-21,0.981854283
KMX,CarMax,31-12-20,0.731151367
KMX,CarMax,31-12-19,0.765190583
KMX,CarMax,31-12-18,0.608061856
KMX,CarMax,29-12-17,0.711563891
KMX,CarMax,30-12-16,0.831554369
CCL,Carnival Corporation & plc,30-12-22,0.196265981
CCL,Carnival Corporation & plc,31-12-21,0.428847481
CCL,Carnival Corporation & plc,31-12-20,0.442552199
CCL,Carnival Corporation & plc,31-12-19,0.771621466
CCL,Carnival Corporation & plc,31-12-18,0.80575694
CCL,Carnival Corporation & plc,29-12-17,1.166984403
CCL,Carnival Corporation & plc,30-12-16,0.969372817
CCL,Carnival Corporation & plc,31-12-15,1.063579784
CAT,Caterpillar Inc.,30-12-22,1.590381607
CAT,Caterpillar Inc.,31-12-21,1.335200517
CAT,Caterpillar Inc.,31-12-20,1.270561314
CAT,Caterpillar Inc.,31-12-19,1.029835025
CAT,Caterpillar Inc.,31-12-18,0.926936688
CAT,Caterpillar Inc.,29-12-17,1.212800177
CAT,Caterpillar Inc.,30-12-16,0.726107922
CAT,Caterpillar Inc.,31-12-15,0.505057166
CBOE,Cboe Global Markets,30-12-22,1.905651031
CBOE,Cboe Global Markets,31-12-21,2.039862059
CBOE,Cboe Global Markets,31-12-20,1.533304074
CBOE,Cboe Global Markets,31-12-19,2.590586441
CBOE,Cboe Global Markets,31-12-18,2.04999906
CBOE,Cboe Global Markets,29-12-17,2.536424027
CBOE,Cboe Global Markets,30-12-16,12.6244673
CBOE,Cboe Global Markets,31-12-15,13.79977598
CBRE,CBRE Group,30-12-22,1.306096724
CBRE,CBRE Group,31-12-21,1.695519804
CBRE,CBRE Group,31-12-20,1.170457469
CBRE,CBRE Group,31-12-19,1.270692827
CBRE,CBRE Group,31-12-18,1.00512264
CBRE,CBRE Group,29-12-17,1.284384015
CBRE,CBRE Group,30-12-16,0.987928112
CBRE,CBRE Group,31-12-15,1.052677334
CDW,CDW,30-12-22,1.838633515
CDW,CDW,31-12-21,2.092884677
CDW,CDW,31-12-20,1.989958907
CDW,CDW,31-12-19,2.548099607
CDW,CDW,31-12-18,1.662227772
CDW,CDW,29-12-17,1.524332864
CDW,CDW,30-12-16,1.226458465
CDW,CDW,31-12-15,1.041151688
CE,Celanese,30-12-22,0.42989614
CE,Celanese,31-12-21,1.569735615
CE,Celanese,31-12-20,1.399259013
CE,Celanese,31-12-19,1.616754651
CE,Celanese,31-12-18,1.286721602
CE,Celanese,29-12-17,1.618050844
CE,Celanese,30-12-16,1.440248732
CE,Celanese,31-12-15,1.219968285
CNC,Centene Corporation,30-12-22,0.61509211
CNC,Centene Corporation,31-12-21,0.613182163
CNC,Centene Corporation,31-12-20,0.508296047
CNC,Centene Corporation,31-12-19,0.83496832
CNC,Centene Corporation,31-12-18,0.770365639
CNC,Centene Corporation,29-12-17,0.798234434
CNC,Centene Corporation,30-12-16,0.446460636
CNC,Centene Corporation,31-12-15,1.125765068
CNP,CenterPoint Energy,30-12-22,0.489381778
CNP,CenterPoint Energy,31-12-21,0.465919743
CNP,CenterPoint Energy,31-12-20,0.356884467
CNP,CenterPoint Energy,31-12-19,0.386284602
CNP,CenterPoint Energy,31-12-18,0.524693991
CNP,CenterPoint Energy,29-12-17,0.537567692
CNP,CenterPoint Energy,30-12-16,0.486142493
CNP,CenterPoint Energy,31-12-15,0.370057186
CERN,Cerner,31-12-21,3.665401306
CERN,Cerner,31-12-20,3.179761152
CERN,Cerner,31-12-19,3.296152745
CERN,Cerner,31-12-18,2.537119039
CERN,Cerner,29-12-17,3.452319928
CERN,Cerner,30-12-16,2.818079172
CERN,Cerner,31-12-15,4.557711144
CF,CF Industries,30-12-22,1.647907906
CF,CF Industries,31-12-21,1.193107717
CF,CF Industries,31-12-20,0.691905431
CF,CF Industries,31-12-19,0.847177128
CF,CF Industries,31-12-18,0.767722455
CF,CF Industries,29-12-17,0.737806581
CF,CF Industries,30-12-16,0.484963849
CF,CF Industries,31-12-15,0.747073295
SCHW,Charles Schwab Corporation,30-12-22,0.28126951
SCHW,Charles Schwab Corporation,31-12-21,0.238712066
SCHW,Charles Schwab Corporation,31-12-20,0.181820844
SCHW,Charles Schwab Corporation,31-12-19,0.208192786
SCHW,Charles Schwab Corporation,31-12-18,0.186721251
SCHW,Charles Schwab Corporation,29-12-17,0.283589327
SCHW,Charles Schwab Corporation,30-12-16,0.233940273
SCHW,Charles Schwab Corporation,31-12-15,0.236778813
CVX,Chevron Corporation,30-12-22,1.30731238
CVX,Chevron Corporation,31-12-21,0.951767101
CVX,Chevron Corporation,31-12-20,0.676628955
CVX,Chevron Corporation,31-12-19,0.949201335
CVX,Chevron Corporation,31-12-18,0.812563496
CVX,Chevron Corporation,29-12-17,0.93310263
CVX,Chevron Corporation,30-12-16,0.851359787
CVX,Chevron Corporation,31-12-15,0.634896215
CMG,Chipotle Mexican Grill,30-12-22,5.578197283
CMG,Chipotle Mexican Grill,31-12-21,7.36907925
CMG,Chipotle Mexican Grill,31-12-20,6.518786011
CMG,Chipotle Mexican Grill,31-12-19,4.557642693
CMG,Chipotle Mexican Grill,31-12-18,5.278640841
CMG,Chipotle Mexican Grill,29-12-17,4.025412295
CMG,Chipotle Mexican Grill,30-12-16,5.382589118
CMG,Chipotle Mexican Grill,31-12-15,5.263782987
CB,Chubb Limited,30-12-22,0.459263775
CB,Chubb Limited,31-12-21,0.409392851
CB,Chubb Limited,31-12-20,0.362807707
CB,Chubb Limited,31-12-19,0.39707651
CB,Chubb Limited,31-12-18,0.353269956
CB,Chubb Limited,29-12-17,0.408712646
CB,Chubb Limited,30-12-16,0.387182262
CB,Chubb Limited,31-12-15,0.578859569
CHD,Church & Dwight,30-12-22,2.346166723
CHD,Church & Dwight,31-12-21,3.109672982
CHD,Church & Dwight,31-12-20,2.884725335
CHD,Church & Dwight,31-12-19,2.594932556
CHD,Church & Dwight,31-12-18,2.66650234
CHD,Church & Dwight,29-12-17,2.076097792
CHD,Church & Dwight,30-12-16,2.614396546
CHD,Church & Dwight,31-12-15,2.580157392
CI,Cigna,30-12-22,0.778435827
CI,Cigna,31-12-21,0.472171489
CI,Cigna,31-12-20,0.46639477
CI,Cigna,31-12-19,0.486308328
CI,Cigna,31-12-18,0.47026269
CI,Cigna,29-12-17,0.819693906
CI,Cigna,30-12-16,0.574224668
CI,Cigna,31-12-15,0.653271838
XEC,Cimarex Energy,31-12-20,0.812577931
XEC,Cimarex Energy,31-12-19,0.733989537
XEC,Cimarex Energy,31-12-18,0.975504678
XEC,Cimarex Energy,29-12-17,2.263964105
XEC,Cimarex Energy,30-12-16,2.710601934
XEC,Cimarex Energy,31-12-15,1.585330268
XEC,Cimarex Energy,31-12-14,1.041984493
CINF,Cincinnati Financial,30-12-22,0.54162484
CINF,Cincinnati Financial,31-12-21,0.583793734
CINF,Cincinnati Financial,31-12-20,0.51073161
CINF,Cincinnati Financial,31-12-19,0.671258265
CINF,Cincinnati Financial,31-12-18,0.576017506
CINF,Cincinnati Financial,29-12-17,0.563941947
CINF,Cincinnati Financial,30-12-16,0.611707279
CINF,Cincinnati Financial,31-12-15,0.514385536
CTAS,Cintas,30-12-22,5.638226745
CTAS,Cintas,31-12-21,5.562637434
CTAS,Cintas,31-12-20,4.85100017
CTAS,Cintas,31-12-19,3.771886446
CTAS,Cintas,31-12-18,2.536913812
CTAS,Cintas,29-12-17,2.426182766
CTAS,Cintas,30-12-16,2.958914285
CSCO,Cisco Systems,30-12-22,2.079391077
CSCO,Cisco Systems,31-12-21,2.718819143
CSCO,Cisco Systems,31-12-20,1.992338144
CSCO,Cisco Systems,31-12-19,2.080377123
CSCO,Cisco Systems,31-12-18,1.780455766
CSCO,Cisco Systems,29-12-17,1.452719962
CSCO,Cisco Systems,30-12-16,1.24579374
C,Citigroup,30-12-22,0.036773301
C,Citigroup,31-12-21,0.05197987
C,Citigroup,31-12-20,0.056820388
C,Citigroup,31-12-19,0.085929343
C,Citigroup,31-12-18,0.063573901
C,Citigroup,29-12-17,0.105307557
C,Citigroup,30-12-16,0.093366327
C,Citigroup,31-12-15,0.088036099
CFG,Citizens,30-12-22,0.082645834
CFG,Citizens,31-12-21,0.105931683
CFG,Citizens,31-12-20,0.083077109
CFG,Citizens,31-12-19,0.104804988
CFG,Citizens,31-12-18,0.08533001
CFG,Citizens,29-12-17,0.138382059
CFG,Citizens,30-12-16,0.122011284
CFG,Citizens,31-12-15,0.100067798
CTXS,Citrix Systems,31-12-21,1.701788673
CTXS,Citrix Systems,31-12-20,3.270173323
CTXS,Citrix Systems,31-12-19,3.108006583
CTXS,Citrix Systems,31-12-18,2.622978905
CTXS,Citrix Systems,29-12-17,2.228509928
CTXS,Citrix Systems,30-12-16,1.084078667
CTXS,Citrix Systems,31-12-15,1.066461077
CLX,Clorox,30-12-22,2.896776972
CLX,Clorox,31-12-21,3.490515475
CLX,Clorox,31-12-20,4.082274457
CLX,Clorox,31-12-19,3.771303741
CLX,Clorox,31-12-18,3.911500506
CLX,Clorox,29-12-17,4.207491288
CLX,Clorox,30-12-16,3.413503749
CME,CME Group,30-12-22,0.34632373
CME,CME Group,31-12-21,0.416341535
CME,CME Group,31-12-20,0.523162222
CME,CME Group,31-12-19,0.954476461
CME,CME Group,31-12-18,0.867084439
CME,CME Group,29-12-17,0.653549431
CME,CME Group,30-12-16,0.561200812
CME,CME Group,31-12-15,0.453210458
CTSH,Cognizant Technology Solutions,30-12-22,1.640224065
CTSH,Cognizant Technology Solutions,31-12-21,2.604149675
CTSH,Cognizant Technology Solutions,31-12-20,2.566536666
CTSH,Cognizant Technology Solutions,31-12-19,2.089787707
CTSH,Cognizant Technology Solutions,31-12-18,2.285806573
CTSH,Cognizant Technology Solutions,29-12-17,2.766891794
CTSH,Cognizant Technology Solutions,30-12-16,2.384673258
CTSH,Cognizant Technology Solutions,31-12-15,2.793038101
CL,Colgate-Palmolive,30-12-22,4.34409174
CL,Colgate-Palmolive,31-12-21,4.896090339
CL,Colgate-Palmolive,31-12-20,4.662883048
CL,Colgate-Palmolive,31-12-19,4.042280271
CL,Colgate-Palmolive,31-12-18,4.325260496
CL,Colgate-Palmolive,29-12-17,5.377176917
CL,Colgate-Palmolive,30-12-16,4.919446346
CL,Colgate-Palmolive,31-12-15,5.087438605
CMCSA,Comcast,30-12-22,0.576069854
CMCSA,Comcast,31-12-21,0.828828124
CMCSA,Comcast,31-12-20,0.887136672
CMCSA,Comcast,31-12-19,0.786346716
CMCSA,Comcast,31-12-18,0.619436677
CMCSA,Comcast,29-12-17,1.006839258
CMCSA,Comcast,30-12-16,0.99359145
CMCSA,Comcast,31-12-15,0.839325731
CMA,Comerica,30-12-22,0.105599333
CMA,Comerica,31-12-21,0.120395778
CMA,Comerica,31-12-20,0.088377376
CMA,Comerica,31-12-19,0.138124124
CMA,Comerica,31-12-18,0.152744643
CMA,Comerica,29-12-17,0.209007374
CMA,Comerica,30-12-16,0.160133767
CMA,Comerica,31-12-15,0.10098829
CAG,Conagra Brands,30-12-22,0.831785372
CAG,Conagra Brands,31-12-21,0.741646093
CAG,Conagra Brands,31-12-20,0.79226079
CAG,Conagra Brands,31-12-19,0.753955373
CAG,Conagra Brands,31-12-18,1.007384932
CAG,Conagra Brands,29-12-17,1.502012828
CAG,Conagra Brands,30-12-16,1.28283281
CXO,Concho,31-12-19,0.691601885
CXO,Concho,31-12-18,0.778520694
CXO,Concho,29-12-17,1.623925086
CXO,Concho,30-12-16,1.474739041
CXO,Concho,31-12-15,0.94287588
CXO,Concho,31-12-14,0.907172338
CXO,Concho,31-12-12,0.974933658
COP,ConocoPhillips,30-12-22,1.558523335
COP,ConocoPhillips,31-12-21,1.036535086
COP,ConocoPhillips,31-12-20,0.830464024
COP,ConocoPhillips,31-12-19,1.001192446
COP,ConocoPhillips,31-12-18,1.017042703
COP,ConocoPhillips,29-12-17,0.894410374
COP,ConocoPhillips,30-12-16,0.697568829
COP,ConocoPhillips,31-12-15,0.598044197
ED,Consolidated Edison,30-12-22,0.491200195
ED,Consolidated Edison,31-12-21,0.480949616
ED,Consolidated Edison,31-12-20,0.394575267
ED,Consolidated Edison,31-12-19,0.521365257
ED,Consolidated Edison,31-12-18,0.458274016
ED,Consolidated Edison,29-12-17,0.547625873
ED,Consolidated Edison,30-12-16,0.458753332
ED,Consolidated Edison,31-12-15,0.413650187
STZ,Constellation Brands,30-12-22,1.668670052
STZ,Constellation Brands,31-12-21,1.569403766
STZ,Constellation Brands,31-12-20,1.571135551
STZ,Constellation Brands,31-12-19,1.256303079
STZ,Constellation Brands,31-12-18,1.493388464
STZ,Constellation Brands,29-12-17,2.377625212
STZ,Constellation Brands,30-12-16,1.780650366
CMS,Consumers Energy,30-12-22,0.612549617
CMS,Consumers Energy,31-12-21,0.667433856
CMS,Consumers Energy,31-12-20,0.605380299
CMS,Consumers Energy,31-12-19,0.664275075
CMS,Consumers Energy,31-12-18,0.573290054
CMS,Consumers Energy,29-12-17,0.575500804
CMS,Consumers Energy,30-12-16,0.536037063
CMS,Consumers Energy,31-12-15,0.491717283
CPRT,Copart,30-12-22,5.463793128
CPRT,Copart,31-12-21,3.941364981
CPRT,Copart,31-12-20,4.348490895
CPRT,Copart,31-12-19,4.152724044
CPRT,Copart,31-12-18,2.389291935
CPRT,Copart,29-12-17,2.52212444
CPRT,Copart,30-12-16,1.923961132
GLW,Corning Inc.,30-12-22,0.906471979
GLW,Corning Inc.,31-12-21,1.0481895
GLW,Corning Inc.,31-12-20,0.90164792
GLW,Corning Inc.,31-12-19,0.767967231
GLW,Corning Inc.,31-12-18,0.864056036
GLW,Corning Inc.,29-12-17,1.006759901
GLW,Corning Inc.,30-12-16,0.889458178
GLW,Corning Inc.,31-12-15,0.70816381
CTVA,Corteva,30-12-22,0.999755162
CTVA,Corteva,31-12-21,0.816353402
CTVA,Corteva,31-12-20,0.678718415
CTVA,Corteva,31-12-19,0.52589604
COST,Costco,30-12-22,3.158146701
COST,Costco,31-12-21,4.286427768
COST,Costco,31-12-20,3.028276567
COST,Costco,31-12-19,2.883304386
COST,Costco,31-12-18,2.213153374
COST,Costco,29-12-17,2.266847213
COST,Costco,30-12-16,2.136390883
COG,Coterra,31-12-20,1.436419568
COG,Coterra,31-12-19,1.545525513
COG,Coterra,31-12-18,2.252209509
COG,Coterra,29-12-17,2.805554451
COG,Coterra,30-12-16,2.083319116
COG,Coterra,31-12-15,1.451808043
COG,Coterra,31-12-14,2.250782468
COTY,Coty Inc.,30-12-22,0.614327119
COTY,Coty Inc.,31-12-21,0.656670993
COTY,Coty Inc.,31-12-20,0.327119905
COTY,Coty Inc.,31-12-19,0.497410952
COTY,Coty Inc.,31-12-18,0.224427183
COTY,Coty Inc.,29-12-17,0.677888343
COTY,Coty Inc.,30-12-16,1.94732849
CCI,Crown Castle,30-12-22,1.505523496
CCI,Crown Castle,31-12-21,2.315174693
CCI,Crown Castle,31-12-20,1.773887742
CCI,Crown Castle,31-12-19,1.812770914
CCI,Crown Castle,31-12-18,1.375063291
CCI,Crown Castle,29-12-17,1.314847123
CCI,Crown Castle,30-12-16,1.302401892
CCI,Crown Castle,31-12-15,1.310917525
CSX,CSX Corporation,30-12-22,1.554032793
CSX,CSX Corporation,31-12-21,2.017526078
CSX,CSX Corporation,31-12-20,1.727681219
CSX,CSX Corporation,31-12-19,1.460747869
CSX,CSX Corporation,31-12-18,1.369397978
CSX,CSX Corporation,29-12-17,1.370517286
CSX,CSX Corporation,30-12-16,0.936530449
CSX,CSX Corporation,31-12-15,0.708241749
CMI,Cummins,30-12-22,1.178545802
CMI,Cummins,31-12-21,1.361519905
CMI,Cummins,31-12-20,1.538632069
CMI,Cummins,31-12-19,1.422798232
CMI,Cummins,31-12-18,1.157413255
CMI,Cummins,29-12-17,1.713932673
CMI,Cummins,30-12-16,1.556952963
CMI,Cummins,31-12-15,1.022320352
CVS,CVS Health,30-12-22,0.535492488
CVS,CVS Health,31-12-21,0.58088627
CVS,CVS Health,31-12-20,0.389221929
CVS,CVS Health,31-12-19,0.436758034
CVS,CVS Health,31-12-18,0.433597569
CVS,CVS Health,29-12-17,0.777381816
CVS,CVS Health,30-12-16,0.896381778
CVS,CVS Health,31-12-15,1.140041004
DHI,D.R. Horton,30-12-22,1.024036874
DHI,D.R. Horton,31-12-21,1.616709096
DHI,D.R. Horton,31-12-20,1.34023853
DHI,D.R. Horton,31-12-19,1.258508127
DHI,D.R. Horton,31-12-18,0.928155322
DHI,D.R. Horton,29-12-17,1.575176336
DHI,D.R. Horton,30-12-16,0.882673121
DHI,D.R. Horton,31-12-15,1.063462991
DHR,Danaher Corporation,30-12-22,2.248809988
DHR,Danaher Corporation,31-12-21,2.833455924
DHR,Danaher Corporation,31-12-20,2.080502272
DHR,Danaher Corporation,31-12-19,1.723952615
DHR,Danaher Corporation,31-12-18,1.525876345
DHR,Danaher Corporation,29-12-17,1.387553421
DHR,Danaher Corporation,30-12-16,1.189771369
DHR,Danaher Corporation,31-12-15,1.328331475
DRI,Darden Restaurants,30-12-22,1.677297993
DRI,Darden Restaurants,31-12-21,1.795336005
DRI,Darden Restaurants,31-12-20,1.562940248
DRI,Darden Restaurants,31-12-19,2.243910026
DRI,Darden Restaurants,31-12-18,2.251122203
DRI,Darden Restaurants,29-12-17,2.156184732
DRI,Darden Restaurants,30-12-16,1.969308253
DVA,DaVita Inc.,30-12-22,0.397525376
DVA,DaVita Inc.,31-12-21,0.640123447
DVA,DaVita Inc.,31-12-20,0.753346767
DVA,DaVita Inc.,31-12-19,0.541341291
DVA,DaVita Inc.,31-12-18,0.448048739
DVA,DaVita Inc.,29-12-17,0.719234633
DVA,DaVita Inc.,30-12-16,0.664564858
DVA,DaVita Inc.,31-12-15,0.76945777
DAL,Delta Air Lines,30-12-22,0.290016047
DAL,Delta Air Lines,31-12-21,0.343559254
DAL,Delta Air Lines,31-12-20,0.355208067
DAL,Delta Air Lines,31-12-19,0.577260274
DAL,Delta Air Lines,31-12-18,0.550617263
DAL,Delta Air Lines,29-12-17,0.743133807
DAL,Delta Air Lines,30-12-16,0.702426406
DAL,Delta Air Lines,31-12-15,0.738398389
XRAY,Dentsply Sirona,30-12-22,0.89608583
XRAY,Dentsply Sirona,31-12-21,1.313061822
XRAY,Dentsply Sirona,31-12-20,1.226329266
XRAY,Dentsply Sirona,31-12-19,1.453083379
XRAY,Dentsply Sirona,31-12-18,0.956485898
XRAY,Dentsply Sirona,29-12-17,1.450550677
XRAY,Dentsply Sirona,30-12-16,1.142604387
XRAY,Dentsply Sirona,31-12-15,2.415812306
DVN,Devon Energy,30-12-22,1.765101306
DVN,Devon Energy,31-12-21,1.383416316
DVN,Devon Energy,31-12-20,1.057449376
DVN,Devon Energy,31-12-19,0.73141481
DVN,Devon Energy,31-12-18,0.49996729
DVN,Devon Energy,29-12-17,0.856011973
DVN,Devon Energy,30-12-16,1.114888423
DVN,Devon Energy,31-12-15,0.598937168
FANG,Diamondback Energy,30-12-22,0.945902712
FANG,Diamondback Energy,31-12-21,0.880841969
FANG,Diamondback Energy,31-12-20,0.478402047
FANG,Diamondback Energy,31-12-19,0.671980537
FANG,Diamondback Energy,31-12-18,0.723270799
FANG,Diamondback Energy,29-12-17,1.652860558
FANG,Diamondback Energy,30-12-16,1.61401392
FANG,Diamondback Energy,31-12-15,1.881531125
DLR,Digital Realty,30-12-22,0.735548955
DLR,Digital Realty,31-12-21,1.398655881
DLR,Digital Realty,31-12-20,1.109424051
DLR,Digital Realty,31-12-19,1.19080657
DLR,Digital Realty,31-12-18,0.972546418
DLR,Digital Realty,29-12-17,1.130246948
DLR,Digital Realty,30-12-16,1.212082886
DLR,Digital Realty,31-12-15,0.970949449
DFS,Discover Financial,30-12-22,0.202158811
DFS,Discover Financial,31-12-21,0.298748208
DFS,Discover Financial,31-12-20,0.246195023
DFS,Discover Financial,31-12-19,0.229170848
DFS,Discover Financial,31-12-18,0.176585214
DFS,Discover Financial,29-12-17,0.287430735
DFS,Discover Financial,30-12-16,0.30614118
DFS,Discover Financial,31-12-15,0.265805278
DISCA,"Discovery, Inc.",31-12-21,0.426360405
DISCA,"Discovery, Inc.",31-12-20,0.457575804
DISCA,"Discovery, Inc.",31-12-19,0.527274936
DISCA,"Discovery, Inc.",31-12-18,0.42043718
DISCA,"Discovery, Inc.",29-12-17,0.378043893
DISCA,"Discovery, Inc.",30-12-16,0.683597538
DISCA,"Discovery, Inc.",31-12-15,0.694581442
DISCA,"Discovery, Inc.",31-12-14,0.94451349
DISH,Dish Network,30-12-22,0.142745242
DISH,Dish Network,31-12-21,0.357557352
DISH,Dish Network,31-12-20,0.445332521
DISH,Dish Network,31-12-19,0.55839388
DISH,Dish Network,31-12-18,0.383507322
DISH,Dish Network,29-12-17,0.750349309
DISH,Dish Network,30-12-16,0.96221628
DISH,Dish Network,31-12-15,1.164720873
DG,Dollar General,30-12-22,2.072373083
DG,Dollar General,31-12-21,2.10710873
DG,Dollar General,31-12-20,2.286535344
DG,Dollar General,31-12-19,3.030674196
DG,Dollar General,31-12-18,2.257184449
DG,Dollar General,29-12-17,2.153909045
DG,Dollar General,30-12-16,1.85089387
DLTR,Dollar Tree,30-12-22,1.453404908
DLTR,Dollar Tree,31-12-21,1.552129494
DLTR,Dollar Tree,31-12-20,1.304785589
DLTR,Dollar Tree,31-12-19,1.648863434
DLTR,Dollar Tree,31-12-18,1.316134404
DLTR,Dollar Tree,29-12-17,1.618370612
DLTR,Dollar Tree,30-12-16,1.145963701
D,Dominion Energy,30-12-22,0.491181182
D,Dominion Energy,31-12-21,0.639429019
D,Dominion Energy,31-12-20,0.634188424
D,Dominion Energy,31-12-19,0.682029828
D,Dominion Energy,31-12-18,0.745987732
D,Dominion Energy,29-12-17,0.70314429
D,Dominion Energy,30-12-16,0.693312
D,Dominion Energy,31-12-15,0.697454571
DOV,Dover Corporation,30-12-22,1.744029045
DOV,Dover Corporation,31-12-21,2.51510355
DOV,Dover Corporation,31-12-20,1.983193236
DOV,Dover Corporation,31-12-19,1.917911812
DOV,Dover Corporation,31-12-18,1.230481046
DOV,Dover Corporation,29-12-17,1.475243016
DOV,Dover Corporation,30-12-16,1.149809132
DOV,Dover Corporation,31-12-15,1.102927521
DOW,Dow Inc.,30-12-22,0.604773945
DOW,Dow Inc.,31-12-21,0.667561395
DOW,Dow Inc.,31-12-20,0.678758621
DOW,Dow Inc.,31-12-19,0.675512264
DTE,DTE Energy,30-12-22,0.536993603
DTE,DTE Energy,31-12-21,0.580978067
DTE,DTE Energy,31-12-20,0.442194781
DTE,DTE Energy,31-12-19,0.508684942
DTE,DTE Energy,31-12-18,0.477121275
DTE,DTE Energy,29-12-17,0.503719907
DTE,DTE Energy,30-12-16,0.475614227
DTE,DTE Energy,31-12-15,0.42544324
DUK,Duke Energy,30-12-22,0.451723392
DUK,Duke Energy,31-12-21,0.480891462
DUK,Duke Energy,31-12-20,0.436871091
DUK,Duke Energy,31-12-19,0.424504245
DUK,Duke Energy,31-12-18,0.431574205
DUK,Duke Energy,29-12-17,0.426904783
DUK,Duke Energy,30-12-16,0.409286419
DUK,Duke Energy,31-12-15,0.406134074
DRE,Duke Realty,31-12-21,2.427040878
DRE,Duke Realty,31-12-20,1.652168746
DRE,Duke Realty,31-12-19,1.527220681
DRE,Duke Realty,31-12-18,1.200377043
DRE,Duke Realty,29-12-17,1.317643852
DRE,Duke Realty,30-12-16,1.378074329
DRE,Duke Realty,31-12-15,1.053905011
DD,DuPont,30-12-22,0.836926695
DD,DuPont,31-12-21,0.904880215
DD,DuPont,31-12-20,0.606557148
DD,DuPont,31-12-19,0.683297596
DD,DuPont,31-12-18,0.303620844
DD,DuPont,29-12-17,0.277777832
DXC,DXC Technology,30-12-22,0.306964574
DXC,DXC Technology,31-12-21,0.359899714
DXC,DXC Technology,31-12-20,0.255011496
DXC,DXC Technology,31-12-19,0.33228424
DXC,DXC Technology,31-12-18,0.425394844
DXC,DXC Technology,29-12-17,3.229882171
DXC,DXC Technology,30-12-16,0.936916379
EMN,Eastman Chemical Company,30-12-22,0.756659353
EMN,Eastman Chemical Company,31-12-21,1.005051228
EMN,Eastman Chemical Company,31-12-20,0.853113389
EMN,Eastman Chemical Company,31-12-19,0.676500565
EMN,Eastman Chemical Company,31-12-18,0.638334799
EMN,Eastman Chemical Company,29-12-17,0.842499184
EMN,Eastman Chemical Company,30-12-16,0.716355569
EMN,Eastman Chemical Company,31-12-15,0.642455605
ETN,Eaton Corporation,30-12-22,1.798483575
ETN,Eaton Corporation,31-12-21,2.029766807
ETN,Eaton Corporation,31-12-20,1.505672005
ETN,Eaton Corporation,31-12-19,1.183638517
ETN,Eaton Corporation,31-12-18,0.937368065
ETN,Eaton Corporation,29-12-17,1.077761769
ETN,Eaton Corporation,30-12-16,0.995030288
ETN,Eaton Corporation,31-12-15,0.770204092
EBAY,eBay,30-12-22,1.076032134
EBAY,eBay,31-12-21,1.466067002
EBAY,eBay,31-12-20,1.772151735
EBAY,eBay,31-12-19,1.49613899
EBAY,eBay,31-12-18,1.107103729
EBAY,eBay,29-12-17,1.503440976
EBAY,eBay,30-12-16,1.410608043
EBAY,eBay,31-12-15,1.790796739
ECL,Ecolab,30-12-22,1.930012905
ECL,Ecolab,31-12-21,3.166009224
ECL,Ecolab,31-12-20,3.413823237
ECL,Ecolab,31-12-19,2.670719485
ECL,Ecolab,31-12-18,2.11543351
ECL,Ecolab,29-12-17,1.943225163
ECL,Ecolab,30-12-16,1.865395577
ECL,Ecolab,31-12-15,1.806351996
EW,Edwards Lifesciences,30-12-22,5.56932047
EW,Edwards Lifesciences,31-12-21,9.478636535
EW,Edwards Lifesciences,31-12-20,7.855983198
EW,Edwards Lifesciences,31-12-19,7.486160383
